individual,plant,grain,fragment,insect,treatment,site,date,
AAA548,Cuscuta sp.,10,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA547,Salsola kali,800,A-alfalfa,Myzinum sp2,a,an,Feb.11,
AAA547,Medicago sativa,6,A-alfalfa,Myzinum sp2,a,an,Feb.11,
AAA547,Conyza sp.,189,A-alfalfa,Myzinum sp2,a,an,Feb.11,
AAA547,Cuscuta sp.,102,A-alfalfa,Myzinum sp2,a,an,Feb.11,
AAA518,Salsola kali,9,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA518,Grupo Baccharis spp.,1550,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA518,indeterminate,1,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA558,Salsola kali,682,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA558,Adesmia sp.,3,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA558,Medicago sativa,250,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA558,Hirschfeldia incana,4,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA558,Grupo Baccharis spp.,3,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA558,Pfaffia gnaphaloides,1,A-alfalfa,Psaenythia sp3,a,an,Feb.11,
AAA542,Salsola kali,5,A-alfalfa,Hylephila phyleus,a,an,Feb.11,
AAA542,Gaillardia megapotamica,3,A-alfalfa,Hylephila phyleus,a,an,Feb.11,
AAA546,Grupo Baccharis spp.,31,A-alfalfa,Bombyliidae sp5,a,an,Feb.11,
AAA546,Medicago sativa,2,A-alfalfa,Bombyliidae sp5,a,an,Feb.11,
AAA546,Salsola kali,207,A-alfalfa,Bombyliidae sp5,a,an,Feb.11,
AAA546,Adesmia sp.,2,A-alfalfa,Bombyliidae sp5,a,an,Feb.11,
AAA543,Salsola kali,2,A-alfalfa,Pyrgus communis,a,an,Feb.11,
AAA543,Medicago sativa,2,A-alfalfa,Pyrgus communis,a,an,Feb.11,
AAA543,Hirschfeldia incana,10,A-alfalfa,Pyrgus communis,a,an,Feb.11,
AAA545,Medicago sativa,199,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA545,Hirschfeldia incana,217,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA545,Salsola kali,36,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA545,Grupo Carduus-Cirsium,1,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA545,Pfaffia gnaphaloides,39,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA545,Grupo Baccharis spp.,5,A-alfalfa,Melissodes rufithorax,a,an,Feb.11,
AAA488,Grupo Carduus-Cirsium,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA488,Salsola kali,35,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA488,Medicago sativa,73,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA488,Hirschfeldia incana,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA500,Hirschfeldia incana,7,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA500,Salsola kali,72,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA500,Medicago sativa,63,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA500,Grupo Baccharis spp.,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA583,Grupo Baccharis spp.,433,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA583,Salsola kali,16,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA583,Asteraceae,1,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA583,Hirschfeldia incana,2,C-pastura,Heteroptera sp1,c,an,Feb.11,
AAA499,Medicago sativa,249,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA499,Salsola kali,1037,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA499,Grupo Baccharis spp.,3,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA499,Adesmia sp.,6,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA499,Hirschfeldia incana,6,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA522,Hirschfeldia incana,6,C-pastura,Andrenidae sp3,c,an,Feb.11,
AAA522,Grupo Baccharis spp.,703,C-pastura,Andrenidae sp3,c,an,Feb.11,
AAA582,Grupo Carduus-Cirsium,12,C-pastura,Colletes sp4,c,an,Feb.11,
AAA582,Grupo Baccharis spp.,1191,C-pastura,Colletes sp4,c,an,Feb.11,
AAA582,Salsola kali,9,C-pastura,Colletes sp4,c,an,Feb.11,
AAA482,Poaceae,1,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA482,Salsola kali,2,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA482,Conyza sp.,771,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA482,Grupo Carduus-Cirsium,3,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA482,Hirschfeldia incana,5,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA482,indeterminate,4,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA524,Hirschfeldia incana,19,C-pastura,Ammophila sp.,c,an,Feb.11,
AAA524,Salsola kali,1,C-pastura,Ammophila sp.,c,an,Feb.11,
AAA524,Grupo Baccharis spp.,777,C-pastura,Ammophila sp.,c,an,Feb.11,
AAA524,indeterminate,1,C-pastura,Ammophila sp.,c,an,Feb.11,
AAA524,Condalia microphylla,2,C-pastura,Ammophila sp.,c,an,Feb.11,
AAA524,Glandularia sp.,9,C-pastura,Ammophila sp.,c,an,Feb.11,
AAA612,Hirschfeldia incana,2,A-pastura,Dialictus sp.8,a,an,Mar.11,
AAA612,Poaceae,1,A-pastura,Dialictus sp.8,a,an,Mar.11,
AAA612,Conyza sp.,94,A-pastura,Dialictus sp.8,a,an,Mar.11,
AAA481,Hirschfeldia incana,12,A-pastura,Tachysphex sp.,a,an,Feb.11,
AAA481,Grupo Carduus-Cirsium,10,A-pastura,Tachysphex sp.,a,an,Feb.11,
AAA481,Conyza sp.,251,A-pastura,Tachysphex sp.,a,an,Feb.11,
AAA481,Adesmia sp.,2,A-pastura,Tachysphex sp.,a,an,Feb.11,
AAA481,Poaceae,1,A-pastura,Tachysphex sp.,a,an,Feb.11,
AAA556,Adesmia sp.,1,A-alfalfa,Oxybelus sp7,a,an,Feb.11,
AAA556,Conyza sp.,540,A-alfalfa,Oxybelus sp7,a,an,Feb.11,
AAA556,Salsola kali,3,A-alfalfa,Oxybelus sp7,a,an,Feb.11,
AAA556,Pfaffia gnaphaloides,1,A-alfalfa,Oxybelus sp7,a,an,Feb.11,
AAA487,Hirschfeldia incana,38,A-alfalfa,Exomalopsis sp1.,a,an,Feb.11,
AAA487,Grupo Carduus-Cirsium,4,A-alfalfa,Exomalopsis sp1.,a,an,Feb.11,
AAA487,Salsola kali,16,A-alfalfa,Exomalopsis sp1.,a,an,Feb.11,
AAA487,Medicago sativa,363,A-alfalfa,Exomalopsis sp1.,a,an,Feb.11,
AAA550,Medicago sativa,683,A-alfalfa,Centris tricolor,a,an,Feb.11,
AAA550,Solanum elaeagnifolium,133,A-alfalfa,Centris tricolor,a,an,Feb.11,
AAA550,Hirschfeldia incana,8,A-alfalfa,Centris tricolor,a,an,Feb.11,
AAA550,Thelesperma sp.,1,A-alfalfa,Centris tricolor,a,an,Feb.11,
AAA550,Salsola kali,56,A-alfalfa,Centris tricolor,a,an,Feb.11,
AAA484,Thelesperma sp.,10,A-pastura,Tatochila sp.,a,an,Feb.11,
AAA484,Medicago sativa,2,A-pastura,Tatochila sp.,a,an,Feb.11,
AAA484,Grupo Carduus-Cirsium,754,A-pastura,Tatochila sp.,a,an,Feb.11,
AAA484,Hirschfeldia incana,29,A-pastura,Tatochila sp.,a,an,Feb.11,
AAA484,Salsola kali,2,A-pastura,Tatochila sp.,a,an,Feb.11,
AAA484,indeterminate,6,A-pastura,Tatochila sp.,a,an,Feb.11,
AAA568,Grupo Carduus-Cirsium,25,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA568,Hirschfeldia incana,20,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA568,Salsola kali,1,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA568,Conyza sp.,818,A-pastura,Cerceris sp13,a,an,Feb.11,
AAA523,Salsola kali,2,C-pastura,Augochloropsis sp. 7,c,an,Feb.11,
AAA523,Grupo Baccharis spp.,2141,C-pastura,Augochloropsis sp. 7,c,an,Feb.11,
AAA523,Hirschfeldia incana,18,C-pastura,Augochloropsis sp. 7,c,an,Feb.11,
AAA519,Grupo Baccharis spp.,3886,C-pastura,Tachinidae sp41,c,an,Feb.11,
AAA519,Chenopodeaceae,24,C-pastura,Tachinidae sp41,c,an,Feb.11,
AAA519,Turnera sp.,1,C-pastura,Tachinidae sp41,c,an,Feb.11,
AAA519,Hirschfeldia incana,1,C-pastura,Tachinidae sp41,c,an,Feb.11,
AAA519,indeterminate,2,C-pastura,Tachinidae sp41,c,an,Feb.11,
AAA497,Solanum elaeagnifolium,10,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA497,Hirschfeldia incana,5,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA497,Salsola kali,98,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA497,Cuscuta sp.,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA497,Medicago sativa,85,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA498,Medicago sativa,182,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA498,Salsola kali,109,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA498,Grupo Carduus-Cirsium,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA498,Hirschfeldia incana,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA495,Salsola kali,2470,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA495,Grupo Carduus-Cirsium,2,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA495,Medicago sativa,103,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA495,Poaceae,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA495,indeterminate,1,A-alfalfa,Apis mellifera,a,an,Feb.11,
AAA521,Turnera sp.,1,C-pastura,Colletes sp4,c,an,Feb.11,
AAA521,Grupo Baccharis spp.,14984,C-pastura,Colletes sp4,c,an,Feb.11,
AAA521,Condalia microphylla,246,C-pastura,Colletes sp4,c,an,Feb.11,
AAA521,Hirschfeldia incana,549,C-pastura,Colletes sp4,c,an,Feb.11,
AAA521,Adesmia sp.,5,C-pastura,Colletes sp4,c,an,Feb.11,
AAA530,Medicago sativa,10130,A-alfalfa,Xylocopa ordinaria,a,an,Feb.11,
AAA530,Cucurbita sp.,61,A-alfalfa,Xylocopa ordinaria,a,an,Feb.11,
AAA530,Hirschfeldia incana,9,A-alfalfa,Xylocopa ordinaria,a,an,Feb.11,
AAA530,Grupo Baccharis spp.,4,A-alfalfa,Xylocopa ordinaria,a,an,Feb.11,
AAA530,Grupo Carduus-Cirsium,3,A-alfalfa,Xylocopa ordinaria,a,an,Feb.11,
AAA530,Salsola kali,179,A-alfalfa,Xylocopa ordinaria,a,an,Feb.11,
,,,,,,,,
,,,,,,,,
